Company,Categories,Sentence
2022_Tokio Marine Holdings Inc GRP.pdf,climate_risk,as an insurer insurance products and physical risks and transition risks.
2022_Tokio Marine Holdings Inc GRP.pdf,climate_risk,"physical risks arise from an increase in the frequency and intensity of
services), institutional investor and asset manager, we provide support both in terms of mitigating and natural disasters caused by climate change, while transition risks result from the impacts ofthe transition
adapting to climate change and help customers and investment and financing recipients solve their _to.a decarbonized society on the corporate value of investee companies and assets held by us."
2022_Tokio Marine Holdings Inc GRP.pdf,climate_risk,"‘asis described later in the “risk management” section, tokio marine group identifies the “isk of major
‘as a global company, we also take climate action through collaboration and cooperation with _wind and flood disasters (including physical risks of climate change)"" as a material risk that will have an
international and other organizations."
2022_Tokio Marine Holdings Inc GRP.pdf,climate_risk,"<a. physical risks>
physical risks are those related to physical impacts of climate change."
2022_Tokio Marine Holdings Inc GRP.pdf,climate_risk,"in assessing the impact of climate change, its also important to evaluate not only
‘we conduct a scenario analysis of physical risks as part of our efforts to identity and assess the impact."
2022_Tokio Marine Holdings Inc GRP.pdf,climate_risk,"‘weather phenomena but also the vulnerability of society to disasters as well as the extent to which
real estate and personal properties will be concentrated in areas exposed to natural disaster risk in the
‘8-1."
2022_Tokio Marine Holdings Inc GRP.pdf,climate_risk,"‘the amount of damage will vary significantly if there isa change in asset exposure, that is, @ change in
the degree of concentration of assets or in the value of assets in areas exposed to natural disaster risk."
2022_Tokio Marine Holdings Inc GRP.pdf,climate_risk,"the following shows the results of the model-based estimates of transition risks of assets (equities,
“transition risks are risks associated with the transition toa decarbonized society."
2022_Tokio Marine Holdings Inc GRP.pdf,climate_risk,"oxdey diora
“transition risks include impact on the corporate value of investee companies and the value of assets held total 15% | 13%
by the company due to increased costs associated with ghg emissions resulting from climate change."
2022_Tokio Marine Holdings Inc GRP.pdf,climate_risk,"fees 17% 50%
‘to reduce the impact of these factors, we are decreasing total holdings of business-related equities and sebonds ee a a
promoting engagement with investee companies = a se
‘we have estimated the impact of transition risks on assets under management by tokio marine group ‘goveenment bonds 00% 04%
(equities, corporate bonds, commercial mortgage-backed securities ~ mbs and government bonds) ""the aan chmate ass of"
2022_Tokio Marine Holdings Inc GRP.pdf,renewable_energy,"initiatives as an insurance company (insurance products and services) energy, including offshore wind power and solar power, phitie jan
“tokio marine group engages in the development and provision of insurance products and services _"
2022_Tokio Marine Holdings Inc GRP.pdf,sustainable_investment,"compares hlewsagog experi

ceo message —eee
climate-related financial disclosure strategies » metrics and targets
through the adoption of innovative high-efficiency power generation technologies and carbon dioxide as for our ongoing themed investment and financing efforts, such as those related to green bonds and
capture, utilization and storage technologies (ccus/carbon recycling) that reduce ghg emissions and sustainability bonds, we are also promoting the creation of social and economic value in new fields."
2022_Tokio Marine Holdings Inc GRP.pdf,sustainable_investment,"‘the total balance of esg themed investments and financing including green bonds, sustainability bonds
‘8.2 initiatives as an institutional investor (investment and financing) and green loans, was about 109 billion yen as of march 31, 2023, for tokio marine & nichido, tokio marine
‘sa signatory tothe united nations principles for responsible investment (pr) through group companies _& nichido life and nisshin fire."
2022_Tokio Marine Holdings Inc GRP.pdf,renewable_energy,"solar power plants since 2012, effectively supporting initiatives aimed at the transition to a decarbonized
society
tn fiscal 2022, tokio marine & nichido established a team to cary out impact investment that generates performance of renewable energy funds (total sof march 21,2022)
both social and economic value and has made investment commitments to renewable energy, sss
environmental and other funds conducive to counter climate change."
2022_Tokio Marine Holdings Inc GRP.pdf,climate_risk,"we update scenarios continuously while taking into account stress tests released by
extremely large impact on our financial soundness and business continuity as “material sks"" we inclide the regulatory authorities, the latest knowledge (including that of climate change) and the most recent
the sk of major wind and flooding disasters (including climate change physical risks) in the“material casestudies
risks category, which we believe could become more frequent and severe due to the effects of climate
change."
2022_Tokio Marine Holdings Inc GRP.pdf,biodiversity_nature,"the value of ecosystem services generated through the mangrove planting project over the we will continue to urge ourinvestee companies to fly disclose climate change-elated information and
past 20 years (from april 1999 to the end of march 2018) has reached approximately 1185 billion yen."
2022_Transverse Insurance Company.pdf,climate_risk,"climate risk survey
‘transverse insurance company, naic 21075,
1."
2022_Transverse Insurance Company.pdf,climate_risk,"in describing the metrics used by the insurer to assess and monitor climate
risks, consider the amount of exposure to business lines, sectors, and
6

geographies vulnerable to climate-related physical risks [answer in

absolute amounts and percentages if possible], alignment with climate

scenarios, [1 in 100 years probable maximum loss, climate var, carbon

intensity], and the amount of financed or underwritten carbon emissions."
2022_Transverse Insurance Company.pdf,climate_risk,"the ms&ad insurance group has announced a goal to reduce the environmental
burden accompanying its business activities with a target at 70% reduction by fy2050 using
fy2009 as a benchmark year; endorsing the task force on climate-related financial disclosures
(“tcfd”) and promoting the disclosure of financial information; creating shared values to
mitigate the effects of climate change, providing services and research related to climate change
risk assessment and analysis, including a climate risk analytics service for predicting multi-
hazard risks such as floods and windstorms caused by climate change; providing insurance and
consulting services in addition to developing and providing products that reduce environmental
burden, to name but a few awareness and change initiatives."
2022_Triple S Management.pdf,climate_risk,"sus triple-s manacement
climate risk disclosure survey
reporting year 2022
triple-s management
triple-s salud, triple-s advantage, triple- propiedad, triple-s vida
triple-s management (tsm) joins the effort led by the puerto rico office of the commissioner of
insurance, in managing risks related to climate change."
2022_TruStage.pdf,climate_governance,"cssesseecsesessesssessnecesessecsssceuscesecsuecsneconecssessaceneceuecsuecsucssnecsecsscssecseecsnessnessceseesse 2
a) senior management ......ssseecsssesssssessssneesssnsessssneessnecssssscesssscessnssesssnecsssnessssnessssnessssneesssnes 2
b) board oversight ........ssesseecsessseesseessesssesssesensceseesuessnccnsessecsuessuecenecseesssessessesssessnesenecseesseees bo."
2022_TruStage.pdf,climate_risk,"this role has
responsibility for understanding the changing landscape of risk and working with cross functional
teams to identity potential ways to address climate risks."
2022_TruStage.pdf,climate_risk,"the crao works closely with the executive management team, meeting quarterly to discuss
potential risks, including transition and physical risks resulting from changing climate conditions."
2022_TruStage.pdf,climate_governance,"this
committee provides information to the senior vice president of p&c solutions.
b) board oversight
the board's responsibilities are shared through the following committees:"
2022_TruStage.pdf,climate_risk,"strategy
a) climate-related risks and impacts on trustage’s business, strategy, and
financial planning
trustage considers climate risks and opportunities across a range of time horizons."
2022_TruStage.pdf,climate_risk,"the long-term timeframe of 10-30 years aligns with
anticipated longer term climate risks and intergenerational goals."
2022_TruStage.pdf,climate_risk,"climate risks strategic & financial impacts
short-term (1-5 years) *
increased regulatory and + increased staffing to keep up with
disclosure requirements as well as expertise, system changes and reporting
possible mandates on existing requirements
proses one sewvices policy & + elements of our strategy become
egal (transitional) suldated
* operational stress (e.g.
systems/processes) to comply with state
specific requirements
* eroding profitability
reliance on historical models have |."
2022_TruStage.pdf,climate_risk,"page 4

=
\ trustage
climate risks strategic & financial impacts
related risks technology
(transitional)
he tisk thal weather-related events |."
2022_TruStage.pdf,climate_risk,"page 5

“a :
\ trustage
climate risks strategic & financial impacts
the potential that extreme weather |."
2022_TruStage.pdf,renewable_energy,"the company makes ongoing building investments and takes regular actions to improve:

energy efficiency and install energy savings infrastructure."
2022_TruStage.pdf,climate_risk,"emissions grow until 2080 leading to about 3°c of warming and
severe physical risks, while transitional risk will be low since few policies will be introduced."
2022_TruStage.pdf,carbon_emissions,"net-zero co?
emissions are achieved after 2070."
2022_TruStage.pdf,climate_risk,"physical risk is expected to be lower, while transitional risk is
somewhat higher due to an orderly implementation of new policies."
2022_TruStage.pdf,climate_risk,"these changing requirements
could also impact product strategy and the ability o meet consumer needs
in the long-term, physical risk could be less severe."
2022_TruStage.pdf,climate_risk,"on an ongoing basis the company also monitors
competitive and market intelligence as well as regulatory and compliance related activity
climate risk is managed through the existing enterprise risk management framework, intemal
audit function, and enterprise internal control program

erm framework

enterprise level climate-related risks are managed along with other risks as part of the enterprise
risk register."
2022_TruStage.pdf,climate_risk,"climate risks are identified through interviews with risk owners, risk group owners and senior
leaders."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"unitedhealth group’s 2023 naic climate risk survey response
based on reporting year ending december 31, 2022
[question disclosure
[governance
11."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"in disclosing the actual and potential impacts of climate-related risks and opportunities on the insurer's
businesses, strategy and financial planning, insurers should consider including the following:
describe the steps the insurer has taken to 2022 sustainability report, page 10
engage key constituencies on the topic of
climate risk and resiliency."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"a. describe the climate-related risks and naic insurer climate risk disclosure survey 2020
opportunities the organization has identified submitted 2021), question 3.
over the short, medium, and long term."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"'b. describe the impact of climate related risks and _| 2022 sustainability report, page 7, 35-37
opportunities on the organization's businesses,
strategy, and financial planning.
1

unitedhealth group’s 2023 naic climate risk survey response
based on reporting year ending december 31, 2022
[question biselosure
iin describing the impact of climate-related risks and opportunities on the insurer's business, strategy, and
financial planning, insurers should consider including the following:
‘* discuss if and how the insurer provides products | 2022 sustainability report, page 35-41
or services to support the transition to a low
carbon economy or helps customers adapt to
climate-related risk."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"in disclosing how the insurer identifies, assesses, and manages climate-related risks, insurers should
consider including the following:
‘* describe how the insurer considers the impact __| naic insurer climate risk disclosure survey 2020
of climate related risks on its underwriting (submitted 2021), question 3.
portfolio, and how the company is managing its
underwriting exposure with respect to physical,
transition and liability risk."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"tn describing the insurers’ processes for identifying and assessing climate-related risks, insurers should
consider including the following:
2

unitedhealth group’s 2023 naic climate risk survey response
based on reporting year ending december 31, 2022"
2022_UNITEDHEALTH GRP.pdf,climate_risk,"* discuss whether the process includes an naic insurer climate risk disclosure survey 2020
assessment of financial implications and how _| (submitted 2021), question 3.
frequently the process is completed

b. describe the organization’s processes for naic insurer climate risk disclosure survey 2020
managing climate-related risks."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"(submitted 2021), question 3,

describe how the processes for identifying, naic insurer climate risk disclosure survey 2020
assessing, and managing climate-related risks _| (submitted 2021), question 3.
are integrated into the organization's overall risk
management."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"iin describing how processes for identifying, assessing, and managing climate-related risks are integrated

into the insurer’s overall risk management, insurers should consider including the following:

‘* discuss whether climate-related risks are
addressed through the insurer's general naic insurer climate risk disclosure survey 2020
enterprise-risk management process or a (submitted 2021), question 3.
separate process and how frequently the
process is completed."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"‘© discuss the climate scenarios utilized by the naic insurer climate risk disclosure survey 2020
insurer to analyze its underwriting risks, (submitted 2021), question 3.
including which risk factors the scenarios
consider, what types of scenarios are used, and
what timeframes are considered."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"discuss how the insurer uses catastrophe naic insurer climate risk disclosure survey 2020
modeling to manage the climate related risks to_| (submitted 2021), question 8.
your business."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"‘a. disclose the metrics used by the organization to_| naic insurer climate risk disclosure survey 2020
assess climate-related risks and opportunities in | (submitted 2021), question 3.
line with its strategy and risk management
process."
2022_UNITEDHEALTH GRP.pdf,climate_risk,"naic insurer climate risk disclosure survey 2020

3

unitedhealth group’s 2023 naic climate risk survey response
based on reporting year ending december 31, 2022"
2022_UNITEDHEALTH GRP.pdf,climate_risk,"[question biselosure
‘amount of exposure to business lines, sectors,
and geographies vulnerable to climate-related
physical risks"
2022_US Health and Life Insurance Company .pdf,climate_risk,"climate risk disclosure survey
ascension and its wholly owned subsidiary us health and life insurance company, insurer,
(hereinafter referred to as “ascension”) financial stability board
survey questions
to provide clear direction for achieving a robust, insurance-sector specific tcfd report,
narrative and closed ended questions follow, grouped into the tcfd's four topics: governance,
strategy, risk management and metrics and targets."
2022_US Health and Life Insurance Company .pdf,"climate_risk, biodiversity_nature","environmental considerations include carbon transition; physical climate risks;
water management; waste and pollution; natural capital."
2022_US Health and Life Insurance Company .pdf,climate_risk,"fm's 10/22 climate risk report provided a score of 44, identified the top 10
climate physician risk recommendations, and human eliminate
recommendations."
2022_US Health and Life Insurance Company .pdf,climate_risk,"‘* in describing the metrics used by the insurer to assess and monitor climate risks, consider
the amount of exposure to business lines, sectors, and geographies vulnerable to climate-
related physical risks [answer in absolute amounts and percentages if possible], alignment
with climate scenarios, [1 in 100 years probable maximum loss, climate var, carbon
intensity], and the amount of financed or underwritten carbon emissions)

response:"
2022_US Health and Life Insurance Company .pdf,climate_risk,"yes
strategy
© has the insurer taken steps to engage key constituencies on the topic of climate risk
and resiliency?"
2022_US Health and Life Insurance Company .pdf,climate_risk,"yes
does the insurer provide products or services to support the transition to a low carbon
economy or help customers adapt to climate risk?"
2022_USAA Group.pdf,climate_risk,"in disclosing the actual and potential impacts of climate-related risks and opportunities on the
insurer's businesses, strategy and financial planning, insurers should consider including the

following:

‘* describe the steps the insurer has taken to engage key constituencies on the topic of climate risk
and resiliency

‘* describe the insurer's plan to assess, reduce, or mitigate its greenhouse gas emissions in its
operations or organizations

a.) describe the climate-related risks and opportunities the insurer has identified over the short,
medium, and long term."
2022_USAA Group.pdf,climate_risk,"c.) describe the resilience of the insurer's strategy, taking into consideration different climate-related
scenarios, including a 2 degree celsius or lower scenario

strategy - closed ended questions answered in addition to the narrative
has the insurer taken steps to engage key constituencies on the topic of climate risk and resiliency?"
2022_USAA Group.pdf,climate_risk,"y
main risks and opportunities to usaa
‘at usaa, we specifically recognize that climate risk is an important risk that is integrated into our existing
ermf."
2022_USAA Group.pdf,climate_risk,"by incorporating climate risk in our ermf, we can give appropriate consideration alongside other
significant risks faced by usaa."
2022_USAA Group.pdf,climate_risk,"physical risk - usaa provides a full range of highly competitive financial products and services to
facilitate the financial security of its members, associates, and their families, including personal
and commercial lines insurance products, primarily in the united states."
2022_USAA Group.pdf,climate_risk,"over the last decade, insurance regulators have taken a
more active role in evaluating the pricing and underwriting of climate risk."
2022_USAA Group.pdf,renewable_energy,"energy efficiency
‘© other energy reduction, efficiency and conservation efforts and accomplishments to improve the
environmental performance of enterprise operations include:"
2022_USAA Group.pdf,renewable_energy,"© from 2008 to 2022, energy efficiency measures saved 30 million kilowatt hours per year
even as our building portfolio and data center demand increased."
2022_USAA Group.pdf,climate_risk,"the manager along with the usaa investment

team factor sustainability considerations (e.g. transition risk, leaders / laggards by sector, risk

management view) into investment decision-making alongside the traditional investment process."
2022_USAA Group.pdf,human_rights_labor,"‘supporting usaa members’ resilience to natural disasters

through its membership in several disaster-mitigation and community resiliency focused organizations,

usaa’s corporate social responsibility efforts tie into helping rebuild military communities’ post-disaster

through partnerships with community leaders, military leadership, and non-profit volunteer organizations

such as team rubicon and the american red cross."
2022_USAA Group_1.pdf,climate_risk,"in disclosing the actual and potential impacts of climate-related risks and opportunities on the
insurer's businesses, strategy and financial planning, insurers should consider including the

following:

‘* describe the steps the insurer has taken to engage key constituencies on the topic of climate risk
and resiliency

‘© describe the insurer's plan to assess, reduce, or mitigate its greenhouse gas emissions in its
operations or organizations

a.)"
2022_USAA Group_1.pdf,climate_risk,"c) describe the resilience of the insurer's strategy, taking into consideration different climate-related
scenarios, including a 2 degree celsius or lower scenario

strategy - closed ended questions answered in addition to the narrative
has the insurer taken steps to engage key constituencies on the topic of climate risk and resiliency?"
2022_USAA Group_1.pdf,climate_risk,"physical risk usaa provides a full range of highly competitive financial products and services to
facilitate the financial security of its members, associates, and their families, including personal
and commercial lines insurance products, primarily in the united states."
2022_USAA Group_1.pdf,renewable_energy,"energy efficiency
6

‘* other energy reduction, efficiency and conservation efforts and accomplishments to improve the
environmental performance of enterprise operations include:"
"2022_Umpqua Health Alliance, LLC.pdf",climate_risk,"¢ engaging key constituencies: uha has undertaken proactive steps to engage
with key stakeholders on the matter of climate risk and resiliency."
"2022_Umpqua Health Alliance, LLC.pdf",renewable_energy,"this involves enhancing the energy efficiency of our facilities, promoting the

use of renewable energy sources, and adopting sustainable practices within our

organization."
"2022_Umpqua Health Alliance, LLC.pdf",renewable_energy,"as to the uh infrastructure we may include the
following in years 5-10:
© continue to identify opportunities to improve energy efficiency within facilities
that may include upgrading lighting, hvac systems, insulation, and other
energy-consuming equipment."
"2022_Umpqua Health Alliance, LLC.pdf",carbon_emissions,explore partnerships with organizations that focus on carbon offset projects.
"2022_Umpqua Health Alliance, LLC.pdf",climate_risk,"this includes an analysis of physical risks (extreme
weather events affecting member health), transition risks (shifts in healthcare demand
and delivery due to climate policies), and liability risks (potential legal implications
from failure to address climate impacts)."
"2022_Umpqua Health Alliance, LLC.pdf",climate_risk,"policyholder engagement: uha endeavors to empower its members to manage their
physical and transition-related climate risks through education provided by our care
coordination case managers and care navigators, and through our member
newsletter and other materials."
"2022_Umpqua Health Alliance, LLC.pdf",climate_risk,"this approach ensures that
climate risks are not isolated but rather interwoven into the broader fabric of our risk
management strategy."
"2022_Umpqua Health Alliance, LLC.pdf",climate_risk,"this integration reinforces the alignment of climate risk
considerations with uha's overall objectives and commitments."
"2022_Umpqua Health Alliance, LLC.pdf",climate_risk,"in disclosing the metrics used by the insurer to assess climate-related risks
and opportunities in line with its strategy and risk management process,
insurers should consider including the following:
© indescribing the metrics used by the insurer to assess and monitor
climate risks, consider the amount of exposure to business lines, sectors,
and geographies vulnerable to climate-related physical risks [answer in
absolute amounts and percentages if possible], alignment with climate
scenarios, [1 in 100 years probable maximum loss, climate var, carbon
intensity], and the amount of financed or underwritten carbon emissions."
"2022_Umpqua Health Alliance, LLC.pdf",renewable_energy,"these targets
span emissions reduction, energy efficiency improvements, and resilience
enhancement."
2022_United Automobile Ins Co.pdf,climate_risk,"no

© does the insurer provide products or services to support the transition to a low
carbon economy or help customers adapt to climate risk?"
2022_United Automobile Ins Co.pdf,climate_risk,"in disclosing the metrics used by the insurer to assess climate-related risks and opportunities in
line with its strategy and risk management process, insurers should consider including the
following:
in describing the metrics used by the insurer to assess and monitor climate risks, consider the amount
of exposure to business lines, sectors, and geographies vulnerable to climate-related physical risks"
2022_United Automobile Ins Co.pdf,climate_risk,"no
draft proposed climate risk disclosure survey.doc"
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"national association of insurance commissioners 1

‘adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
‘adopted by the executive (ex) committee april 6, 2022
for how insurers operate—governance, strategy, risk management, and metrics and targets."
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"as of 2021, the following states/territories participate: california,
© 2022 national association of insurance commissioners 2

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
adopted by the executive (ex) committee april 6, 2022
connecticut, delaware, district of columbia, maine, maryland, massachusetts, minnesota, new
mexico, new york, oregon, pennsylvania, rhode island, vermont, washington."
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"bbhub.io/company/sites/60/2021/07/2021-tcfd-implementing guidance.pdf, pg.9
© 2022 national association of insurance commissioners 3

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
adopted by the executive (ex) committee april 6, 2022
* the implications of the organization's planned responses on its income statement, cash
flow statement, and balance sheet.?"
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"© 2022 national association of insurance commissioners 4

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
adopted by the executive (ex) committee april 6, 2022"
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"© 2022 national association of insurance commissioners 5

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
adopted by the executive (ex) committee april 6, 2022
set of cross-industry, climate related metric categories (described in appendix 2: cross-industry,
climate-related metric categories) that the task force believes are applicable to all
organizations."
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"© 2022 national association of insurance commissioners 6

‘adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
adopted by the executive (ex) committee april 6, 2022
b. describe management's role in assessing and managing climate-related risks and
opportunities."
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"in disclosing the actual and potential impacts of climate-related risks and opportunities
on the insurer's businesses, strategy and financial planning, insurers should consider
including the following:
© describe the steps the insurer has taken to engage key constituencies on the topic of
climate risk and resiliency."
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"© 2022 national association of insurance commissioners 7

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
adopted by the executive (ex) committee april 6, 2022
*"
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"ue's
management company, united educators management company (uemc), has
adopted a liberal teleworking policy to balance the need to commute to the office with

© 2022 national association of insurance commissioners 8

‘adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
adopted by the executive (ex) committee april 6, 2022
the in-person collaboration needed to drive ue’s business objectives."
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"© 2022 national association of insurance commissioners 9

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
adopted by the executive (ex) committee april 6, 2022
*"
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"© 2022 national association of insurance commissioners 10

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
adopted by the executive (ex) committee april 6, 2022
metrics and targets"
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"in describing the metrics used by the insurer to assess and monitor
climate risks, consider the amount of exposure to business lines, sectors,
and geographies vulnerable to climate-related physical risks [answer in
absolute amounts and percentages if possible}, alignment with climate
scenarios, [1 in 100 years probable maximum loss, climate var, carbon
intensity], and the amount of financed or underwritten carbon emissions)
b. disclose scope 1, scope 2, and if appropriate, scope 3 greenhouse gas (ghg)
emissions, and the related risks."
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"© 2022 national association of insurance commissioners 11

adopted by the climate risk disclosure workstream march 11, 2022
adopted by the climate and resiliency (ex) task force march 21, 2022
adopted by the executive (ex) committee april 6, 2022
closed-ended questions directly correspond to the narrative above, allowing for explanation
and qualification of the yes/no answers."
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"© 2022 national association of insurance commissioners 12

‘adopted by the climate risk disclosure workstream march 11, 2022
‘adopted by the climate and resiliency (ex) task force march 21, 2022
‘adopted by the executive (ex) committee april 6, 2022"
"2022_United Educators Insurance, A Reciprocal Risk Retention Group.pdf",climate_risk,"@ 2022proposedclimaterisksurvey
' + asterisks represent questions derived from the original climate risk disclosure survey."
2022_United Fire & Casualty Company.pdf,climate_risk,"united fire & casualty company
climate risk survey
august 21, 2023
governance
1."
2022_United Fire & Casualty Company.pdf,carbon_emissions,"net-zero waste initiative at cedar rapids campus to divert tons of trash from landfills via
composting, recycling, or trash-to-energy programs;
1

v) decreasing plastic waste, especially reducing usage of plastic water bottles by providing water
filling stations throughout office buildings;

vi)"
2022_United Fire & Casualty Company.pdf,human_rights_labor,"in 2021, ufg established its esg committee, a cross-functional team of leaders who are dedicated to actively
leading ufg’s sustainability, corporate social responsibility, health and safety, and human capital efforts, as well
as cultivating an esg-focused culture."
2022_United Fire & Casualty Company.pdf,climate_risk,"in disclosing the actual and potential impacts of climate-related risks and opportunities on the insurer's
businesses, strategy and financial planning, insurers should consider including the following:
‘* describe the steps the insurer has taken to engage key constituencies on the topic of climate risk and
resiliency."
2022_United Fire & Casualty Company.pdf,carbon_emissions,"(short-term opportunity)
vil) continue net-zero waste program, equipping employees with recycling and waste-to-energy receptacles to divert 20
tons of landfill-bound trash generated annually from its cedar rapids campus."
2022_United Fire & Casualty Company.pdf,climate_risk,"ufcc’s strategy for responding to climate risks is resilient due to consistent monitoring and
evaluation, with a commitment to evolution of the company’s response plan when needed."
2022_United Fire & Casualty Company.pdf,climate_risk,"in disclosing the metrics used by the insurer to assess climate-related risks and opportunities in line
with its strategy and risk management process, insurers should consider including the following:
in describing the metrics used by the insurer to assess and monitor climate risks, consider the
amount of exposure to business lines, sectors, and geographies vulnerable to climate-related
physical risks [answer in absolute amounts and percentages if possible], alignment with climate
scenarios, [1 in 100 years probable maximum loss, climate var, carbon intensity], and the amount
of financed or underwritten carbon emissions."
2022_United Fire & Casualty Company.pdf,carbon_emissions,"‘anet-zero waste initiative was launched across ufcc’s cedar rapids campus in july 2022, with a goal of
reducing landfill-bound trash by 20 tons annually, by july 2024."
"2022_Universal Group, Inc..pdf",climate_risk,"re: climate risk disclosure survey 2023
universal group, inc."
"2022_Universal Group, Inc..pdf",climate_risk,"in compliance with the provisions of ruling letter no. cn-2022-316-af published by the
office of the commissioner of insurance on june 9, 2022, and electronic notification issued on
june 30, 2023, universal group, inc. hereby submits the required climate risk disclosure
survey following the guidelines established by the naic for the following entities:
universal insurance company (naic company code 31704);
universal life insurance company (naic company code 60041);
point guard insurance company (naic company code 15324);
and on the mainland united states of america for:
universal north america insurance company (naic company code 10759)"
"2022_Universal Group, Inc..pdf",climate_risk,"sincerely,
osvaldo ramirez bermtidez
chief risk officer
universal group, inc.

po box 71338 san juan puerto rico 00936-8498
t: (787) 641-7171, 1-877-641-7171 pees
vin. miuniversalpr-com =
climate risk disclosure survey report
filed with the office of the commissioner of insurance of puerto rico
through electronic submission on the interactive web application
by
universal group, inc.
(naic group code: 0071)"
"2022_Universal Group, Inc..pdf",climate_risk,":
osvaldo ramirez bermtidez
chief risk officer
universal group, inc.
p.o. box 71338, san juan, puerto rico 00936-8438
tel.: 787-793-7202
oramirez@universalpr.com
climate risk disclosure survey - 2023
universal group, inc. (ugi) respectfully submits this climate risk disclosure survey (crds)
pursuant to the terms and conditions established in ruling letter no. cn-2022-316-af of june
9, 2022, issued by the office of the commissioner of insurance of puerto rico and subsequent
electronic notification issued on june 30, 2023."
"2022_Universal Group, Inc..pdf",climate_risk,"this crds follows the guidelines and
instructions established by the naic in its climate risk disclosure survey form, which itself
adopts some of the internationally recognized disclosure standards established by the task force
on climate related financial disclosures (tcfd) as they apply to insurers."
"2022_Universal Group, Inc..pdf",climate_risk,"ugi has embraced the climate risk topic as part of its culture, ugi and its subsidiaries write
commercial, auto and residential property coverage in areas that are exposed to damage from
hurricanes, tornadoes, earthquakes, wildfires and severe storms, the severity, frequency and
intensity of which may be affected by climate change and other unforeseen or unpredictable
occurrences."
"2022_Universal Group, Inc..pdf",climate_risk,"corporate structure:
ugi’s board with the help and input from the group erm advisory committee, is responsible
for the governance of climate risk by ensuring that management maintains a sound system of risk
management and internal controls to safeguard shareholder’s interests and ugi’s assets, and
evaluates and determines, along with the senior management team, the nature and extent of the
risks which ugt is willing to take in achieving strategic objectives."
"2022_Universal Group, Inc..pdf",climate_risk,"products or services to support transition to low carbon economy or help customers
adapt to climate risk."
"2022_Universal Group, Inc..pdf",climate_risk,"po box 71338 san juan puerto rico 00996-8438
1: (787) 641-7171, 1-877-641-7171 tisictts
viz miuniversalpr.com =
business on a real-time basis to protect the business against adverse selection of climate risk and
protecting our policyholder surplus."
"2022_Universal Group, Inc..pdf",climate_risk,"ugi will continue to examine ways to integrate climate risks and environmental concerns into
its erm framework."
"2022_Universal Group, Inc..pdf",climate_risk,"po box 71338 san juan puerto rico 00996-8438

1: (787) 641-7171, 1-877-641-7171 tisictts
viz miuniversalpr.com =
important legal notice:

this climate risk disclosure survey report contains information about universal, group, inc.
(ugi) and its subsidiaries."
2022_University Hlth Care & Gundersen Lutheran Grp.pdf,climate_risk,"quartz
has had internal discussions regarding climate risk and opportunities as described in the other sections
of this report."
